As of Date,Facility County,Patients Age Less Than 1 Year,Patients Age 1 To 4 Years,Patients Age 5 to 19 Years,Patients Age 20 to 44 Years,Patients Age 45 to 54 Years,Patients Age 55 to 64 Years,Patients Age 65 to 74 Years,Patients Age 75 to 84 Years,Patients Age Greater Than 85 Years
10/25/21,MONTGOMERY,0,0,0,0,1,6,6,6,1
10/25/21,NASSAU,0,0,0,15,15,19,24,16,23
10/25/21,NEW YORK,0,3,4,15,16,23,32,18,14
10/25/21,NIAGARA,0,0,0,2,1,4,6,2,1
10/25/21,ONEIDA,0,0,0,10,5,16,12,10,5
10/25/21,ONONDAGA,2,3,5,21,13,20,23,17,17
10/25/21,ONTARIO,0,0,0,2,3,4,10,8,0
10/25/21,ORANGE,0,0,1,1,9,6,4,7,10
10/25/21,ORLEANS,0,0,0,0,0,0,0,0,0
10/25/21,OSWEGO,0,0,0,2,0,8,4,0,2
10/25/21,OTSEGO,0,0,0,0,1,2,4,5,2
10/25/21,PUTNAM,0,0,0,0,0,1,1,0,1
10/25/21,QUEENS,0,0,2,14,9,23,29,20,12
10/25/21,RENSSELAER,0,0,0,3,4,3,7,3,2
10/25/21,RICHMOND,0,0,0,3,4,2,7,18,8
10/25/21,ROCKLAND,0,0,0,4,0,1,4,6,3
10/25/21,SARATOGA,0,0,0,2,2,4,5,6,2
10/25/21,SCHENECTADY,0,0,0,3,3,5,6,1,5
10/25/21,SCHOHARIE,0,0,0,0,1,0,2,0,0
10/25/21,SCHUYLER,0,0,0,0,0,0,0,0,0
10/25/21,ST.LAWRENCE,0,0,0,2,2,5,5,9,3
10/25/21,STEUBEN,0,0,0,1,3,8,7,6,1
10/25/21,SUFFOLK,1,0,3,18,22,35,29,24,24
10/25/21,SULLIVAN,0,0,1,0,1,1,0,2,1
10/25/21,TOMPKINS,0,0,2,1,1,2,1,2,1
10/25/21,ULSTER,0,0,0,0,0,5,1,0,1
10/25/21,WARREN,0,0,0,4,3,5,7,4,2
10/25/21,WAYNE,0,0,0,0,1,9,1,1,1
10/25/21,WESTCHESTER,0,0,1,2,3,9,8,6,10
10/25/21,WYOMING,0,0,0,3,1,1,2,2,0
10/25/21,YATES,0,0,0,0,0,0,0,0,1
10/26/21,ALBANY,0,0,3,12,16,13,16,12,6
10/26/21,ALLEGANY,0,0,0,0,2,2,7,4,3
10/26/21,BRONX,0,0,0,11,4,10,12,4,5
10/26/21,BROOME,1,0,0,9,15,19,26,16,13
10/26/21,CATTARAUGUS,0,0,0,3,6,6,7,13,6
10/26/21,CAYUGA,0,0,0,1,0,0,0,4,5
10/26/21,CHAUTAUQUA,0,0,0,2,2,7,3,3,3
10/26/21,CHEMUNG,0,0,0,2,1,7,11,7,3
10/26/21,CHENANGO,0,0,0,0,0,3,0,0,0
10/26/21,CLINTON,0,0,0,2,2,7,8,4,4
10/26/21,COLUMBIA,0,0,0,0,1,1,1,3,0
10/26/21,CORTLAND,0,0,0,0,1,2,1,1,0
10/26/21,DELAWARE,0,0,0,0,0,0,0,1,2
10/26/21,DUTCHESS,0,0,0,2,4,5,10,6,1
10/26/21,ERIE,1,0,3,12,16,23,28,20,13
10/26/21,ESSEX,0,0,0,1,0,0,1,0,0
10/26/21,FRANKLIN,0,0,0,0,2,1,3,3,0
10/26/21,FULTON,0,0,0,0,1,2,0,0,0
10/26/21,GENESEE,0,0,0,2,2,2,2,1,5
10/26/21,HERKIMER,0,0,0,0,0,0,1,5,1
10/26/21,JEFFERSON,0,0,0,2,3,4,7,5,3
10/26/21,KINGS,1,0,0,21,14,30,26,26,12
10/26/21,LEWIS,0,0,0,1,0,2,0,0,0
10/26/21,LIVINGSTON,0,0,0,2,1,1,2,2,0
10/26/21,MADISON,0,0,0,1,0,6,2,4,2
10/26/21,MONROE,3,0,3,25,15,40,36,36,22
10/26/21,MONTGOMERY,0,0,0,0,1,2,6,6,1
10/26/21,NASSAU,0,0,0,16,12,19,25,18,20
10/26/21,NEW YORK,0,2,4,12,14,29,30,19,13
10/26/21,NIAGARA,0,0,0,2,1,5,6,2,0
10/26/21,ONEIDA,0,0,0,9,4,11,15,7,7
10/26/21,ONONDAGA,3,1,2,21,14,19,20,15,17
10/26/21,ONTARIO,0,0,0,1,3,2,12,8,0
10/26/21,ORANGE,0,0,1,4,8,5,4,7,8
10/26/21,ORLEANS,0,0,0,0,0,0,0,0,0
10/26/21,OSWEGO,0,0,0,2,0,6,4,1,2
10/26/21,OTSEGO,0,0,0,0,1,2,4,4,2
10/26/21,PUTNAM,0,0,0,0,0,1,0,0,1
10/26/21,QUEENS,0,0,1,15,8,23,30,18,13
10/26/21,RENSSELAER,0,0,0,4,4,3,5,2,3
10/26/21,RICHMOND,0,0,0,1,4,2,8,17,10
10/26/21,ROCKLAND,0,0,0,3,0,1,4,4,3
10/26/21,SARATOGA,0,0,0,3,2,4,4,6,3
10/26/21,SCHENECTADY,0,0,0,4,2,6,4,2,5
10/26/21,SCHOHARIE,0,0,0,0,1,0,1,0,0
10/26/21,SCHUYLER,0,0,0,0,0,0,0,0,0
10/26/21,ST.LAWRENCE,0,0,0,2,2,4,5,8,4
10/26/21,STEUBEN,0,0,0,1,3,8,7,4,2
10/26/21,SUFFOLK,0,1,3,17,16,39,35,24,26
10/26/21,SULLIVAN,0,0,0,0,1,1,0,1,1
10/26/21,TOMPKINS,0,0,2,1,1,2,1,3,0
10/26/21,ULSTER,0,0,0,0,0,4,2,0,1
10/26/21,WARREN,0,0,0,3,3,5,5,3,3
10/26/21,WAYNE,0,0,0,1,0,10,1,0,1
10/26/21,WESTCHESTER,0,0,1,3,3,7,7,7,10
10/26/21,WYOMING,0,0,0,3,1,1,2,2,0
10/26/21,YATES,0,0,0,0,0,0,0,0,0
10/27/21,ALBANY,0,0,2,9,17,13,17,13,7
10/27/21,ALLEGANY,0,0,0,0,1,2,7,3,3
10/27/21,BRONX,2,0,1,9,3,11,12,4,5
10/27/21,BROOME,1,0,0,10,15,21,22,18,13
10/27/21,CATTARAUGUS,0,0,0,2,7,7,7,12,6
10/27/21,CAYUGA,0,0,0,1,1,1,0,4,4
10/27/21,CHAUTAUQUA,0,0,0,2,1,7,5,3,2
10/27/21,CHEMUNG,0,0,0,4,1,7,12,7,3
10/27/21,CHENANGO,0,0,0,0,0,3,0,1,0
10/27/21,CLINTON,0,0,0,2,0,5,5,3,2
10/27/21,COLUMBIA,0,0,0,0,2,1,1,3,0
10/27/21,CORTLAND,0,0,0,1,1,2,1,1,1
10/27/21,DELAWARE,0,0,0,0,0,0,0,1,2
10/27/21,DUTCHESS,0,0,0,1,4,4,8,5,1
10/27/21,ERIE,1,1,4,13,16,22,28,21,17
10/27/21,ESSEX,0,0,0,0,0,0,1,0,0
10/27/21,FRANKLIN,0,0,0,0,2,1,3,2,0
10/27/21,FULTON,0,0,0,0,1,2,0,1,0
10/27/21,GENESEE,0,0,0,1,3,3,2,1,6
10/27/21,HERKIMER,0,0,0,0,0,0,1,3,1
10/27/21,JEFFERSON,0,0,0,2,2,3,8,5,3
10/27/21,KINGS,1,0,1,18,12,29,31,31,13
10/27/21,LEWIS,0,0,0,1,0,1,0,1,0
10/27/21,LIVINGSTON,0,0,0,1,1,4,2,2,0
10/27/21,MADISON,0,0,0,1,0,4,3,2,2
10/27/21,MONROE,3,0,2,27,14,38,32,30,22
10/27/21,MONTGOMERY,0,0,0,1,1,2,4,4,2
10/27/21,NASSAU,0,0,0,18,14,18,23,17,19
10/27/21,NEW YORK,0,1,3,8,11,26,28,18,14
10/27/21,NIAGARA,0,0,0,2,1,5,7,2,0
10/27/21,ONEIDA,0,0,0,7,4,11,13,10,8
10/27/21,ONONDAGA,3,0,3,19,15,20,21,14,16
10/27/21,ONTARIO,0,0,0,1,3,3,10,8,1
10/27/21,ORANGE,0,0,1,5,9,7,5,7,5
10/27/21,ORLEANS,0,0,0,0,0,0,0,1,0
10/27/21,OSWEGO,0,0,0,2,0,6,4,1,2
10/27/21,OTSEGO,0,0,0,0,1,2,4,4,2
10/27/21,PUTNAM,0,0,0,0,0,1,0,0,2
10/27/21,QUEENS,0,1,0,12,8,22,29,15,10
10/27/21,RENSSELAER,0,0,0,3,3,4,5,2,3
10/27/21,RICHMOND,0,0,0,2,5,3,8,17,11
10/27/21,ROCKLAND,0,0,0,3,0,1,4,4,3
10/27/21,SARATOGA,0,0,0,3,2,4,3,4,2
10/27/21,SCHENECTADY,0,0,0,4,2,4,5,5,5
10/27/21,SCHOHARIE,0,0,0,0,1,0,1,0,0
10/27/21,SCHUYLER,0,0,0,0,0,0,0,0,0
10/27/21,ST.LAWRENCE,0,0,0,2,5,3,4,8,4
10/27/21,STEUBEN,0,0,0,1,3,9,7,5,2
10/27/21,SUFFOLK,0,2,3,19,14,34,38,20,20
10/27/21,SULLIVAN,0,0,0,0,0,1,0,1,1
10/27/21,TOMPKINS,0,0,2,1,2,2,1,3,0
10/27/21,ULSTER,0,0,0,0,0,3,3,0,1
10/27/21,WARREN,0,0,0,4,3,6,4,4,2
10/27/21,WAYNE,0,0,0,1,0,8,1,0,1
10/27/21,WESTCHESTER,0,0,0,2,2,7,9,7,10
10/27/21,WYOMING,0,0,0,2,1,1,2,1,0
10/27/21,YATES,0,0,0,0,0,0,0,0,0
10/28/21,ALBANY,1,0,1,11,15,13,20,14,6
10/28/21,ALLEGANY,0,0,0,0,1,1,5,3,3
10/28/21,BRONX,1,0,1,10,1,10,12,4,5
10/28/21,BROOME,1,0,0,8,14,23,18,19,11
10/28/21,CATTARAUGUS,0,0,0,2,7,4,7,9,5
10/28/21,CAYUGA,0,0,0,1,2,2,0,4,3
10/28/21,CHAUTAUQUA,0,0,0,3,1,6,5,4,3
10/28/21,CHEMUNG,0,0,0,4,3,6,13,6,3
10/28/21,CHENANGO,0,0,0,0,0,3,0,1,0
10/28/21,CLINTON,0,0,0,2,0,3,4,1,3
10/28/21,COLUMBIA,0,0,1,0,2,2,1,3,0
10/28/21,CORTLAND,0,0,0,0,0,0,2,1,2
10/28/21,DELAWARE,0,0,0,0,0,0,0,1,2
10/28/21,DUTCHESS,0,0,0,1,4,3,8,5,1
10/28/21,ERIE,1,1,2,16,15,18,27,21,16
10/28/21,ESSEX,0,0,0,0,0,0,1,0,0
10/28/21,FRANKLIN,0,0,0,0,3,0,3,2,1
10/28/21,FULTON,0,0,0,0,0,1,1,1,0
10/28/21,GENESEE,0,0,0,3,2,4,2,3,6
10/28/21,HERKIMER,0,0,0,1,0,0,1,3,1
10/28/21,JEFFERSON,0,0,0,1,1,3,10,5,1
10/28/21,KINGS,1,0,1,17,11,30,29,32,12
10/28/21,LEWIS,0,0,0,1,0,1,0,1,0
10/28/21,LIVINGSTON,0,0,0,0,1,4,2,1,0
10/28/21,MADISON,0,0,0,1,0,3,3,2,2
10/28/21,MONROE,3,0,1,29,15,37,30,34,22
10/28/21,MONTGOMERY,0,0,0,1,3,2,5,3,1
10/28/21,NASSAU,0,0,0,15,12,21,24,17,17
10/28/21,NEW YORK,0,1,2,10,14,25,25,23,14
10/28/21,NIAGARA,0,0,0,1,1,6,6,2,1
10/28/21,ONEIDA,0,0,0,6,5,11,15,9,9
10/28/21,ONONDAGA,2,1,4,22,13,22,19,17,15
10/28/21,ONTARIO,0,0,0,3,3,3,8,8,1
10/28/21,ORANGE,0,0,1,5,10,7,7,7,3
10/28/21,ORLEANS,0,0,0,0,0,0,0,1,0
10/28/21,OSWEGO,0,0,0,1,0,6,3,2,2
10/28/21,OTSEGO,0,0,0,0,0,3,4,5,2
10/28/21,PUTNAM,0,0,0,0,0,1,0,1,3
10/28/21,QUEENS,0,2,0,11,9,18,29,15,10
10/28/21,RENSSELAER,0,0,0,2,3,5,5,2,1
10/28/21,RICHMOND,0,0,0,2,5,2,9,16,11
10/28/21,ROCKLAND,0,0,2,3,0,1,4,3,2
10/28/21,SARATOGA,0,0,0,2,1,5,3,4,2
10/28/21,SCHENECTADY,0,0,0,4,1,5,4,5,5
10/28/21,SCHOHARIE,0,0,0,0,1,0,1,0,0
10/28/21,SCHUYLER,0,0,0,0,0,0,0,0,0
10/28/21,ST.LAWRENCE,0,0,0,2,3,3,5,8,7
10/28/21,STEUBEN,0,0,0,0,3,6,8,5,5
10/28/21,SUFFOLK,0,1,3,12,13,32,33,20,22
10/28/21,SULLIVAN,0,0,0,0,0,2,0,0,1
10/28/21,TOMPKINS,0,0,1,2,2,1,1,2,0
10/28/21,ULSTER,0,0,0,1,0,3,3,0,2
10/28/21,WARREN,0,0,0,3,2,5,6,4,2
10/28/21,WAYNE,0,0,0,0,0,7,3,0,2
10/28/21,WESTCHESTER,0,0,0,2,2,5,4,7,8
10/28/21,WYOMING,0,0,0,3,1,2,1,1,0
10/28/21,YATES,0,0,0,0,0,0,0,0,0
10/29/21,ALBANY,0,0,0,11,13,14,18,14,6
10/29/21,ALLEGANY,0,0,0,0,1,1,5,1,3
10/29/21,BRONX,0,0,1,10,1,9,14,5,9
10/29/21,BROOME,1,0,0,7,12,18,16,20,13
10/29/21,CATTARAUGUS,0,0,0,4,7,5,7,6,5
10/29/21,CAYUGA,0,0,0,1,2,2,0,3,3
10/29/21,CHAUTAUQUA,0,0,0,3,1,5,3,3,2
10/29/21,CHEMUNG,0,0,0,3,4,6,11,5,2
10/29/21,CHENANGO,0,0,0,0,0,2,0,1,0
10/29/21,CLINTON,0,0,0,2,0,2,3,1,3
10/29/21,COLUMBIA,0,0,1,0,2,2,0,3,0
10/29/21,CORTLAND,0,0,0,0,0,1,2,2,2
10/29/21,DELAWARE,0,0,0,0,0,0,0,3,2
10/29/21,DUTCHESS,0,0,0,2,5,3,5,4,1
10/29/21,ERIE,1,0,2,19,12,20,27,24,14
10/29/21,ESSEX,0,0,0,0,0,0,1,0,0
10/29/21,FRANKLIN,0,0,0,0,3,0,3,1,2
10/29/21,FULTON,0,0,0,0,0,1,1,1,2
10/29/21,GENESEE,0,0,0,1,1,4,2,4,6
10/29/21,HERKIMER,0,0,0,1,0,0,1,3,1
10/29/21,JEFFERSON,0,0,0,2,2,2,7,5,1
10/29/21,KINGS,1,0,1,18,9,31,29,31,11
10/29/21,LEWIS,0,0,0,1,0,1,0,1,0
10/29/21,LIVINGSTON,0,0,0,0,1,4,2,1,0
10/29/21,MADISON,0,0,0,1,0,1,1,2,2
10/29/21,MONROE,3,0,1,29,18,37,29,35,18
10/29/21,MONTGOMERY,0,0,0,2,2,3,5,3,1
10/29/21,NASSAU,0,0,0,16,12,21,23,19,16
10/29/21,NEW YORK,0,1,2,10,10,25,25,21,14
10/29/21,NIAGARA,0,0,0,1,1,7,6,1,1
10/29/21,ONEIDA,0,0,0,6,5,11,13,6,11
10/29/21,ONONDAGA,2,1,7,20,13,22,17,14,15
10/29/21,ONTARIO,0,0,0,2,3,3,8,5,1
10/29/21,ORANGE,0,0,1,4,10,7,8,6,2
10/29/21,ORLEANS,0,0,0,0,0,0,0,0,0
10/29/21,OSWEGO,0,0,0,1,0,4,4,2,2
10/29/21,OTSEGO,0,0,0,1,0,4,5,4,2
10/29/21,PUTNAM,0,0,0,0,0,1,0,1,3
10/29/21,QUEENS,0,1,0,14,9,18,27,14,9
10/29/21,RENSSELAER,0,0,0,3,3,5,5,3,2
10/29/21,RICHMOND,0,0,0,2,5,2,9,14,11
10/29/21,ROCKLAND,0,0,2,3,1,1,3,2,2
10/29/21,SARATOGA,0,0,0,2,1,6,3,4,3
10/29/21,SCHENECTADY,0,0,0,3,0,5,3,4,5
10/29/21,SCHOHARIE,0,0,0,0,0,0,1,0,0
10/29/21,SCHUYLER,0,0,0,0,0,0,0,0,0
10/29/21,ST.LAWRENCE,0,0,0,1,3,3,5,8,6
10/29/21,STEUBEN,0,0,0,0,1,7,9,5,5
10/29/21,SUFFOLK,0,0,2,15,12,36,34,22,20
10/29/21,SULLIVAN,0,0,0,0,0,2,0,0,0
10/29/21,TOMPKINS,0,0,1,1,2,2,1,2,0
10/29/21,ULSTER,0,0,0,1,0,3,3,0,1
10/29/21,WARREN,0,0,0,2,2,5,7,4,2
10/29/21,WAYNE,0,0,0,0,0,6,3,1,2
10/29/21,WESTCHESTER,0,0,1,2,3,5,4,6,7
10/29/21,WYOMING,0,0,0,1,1,2,3,1,0
10/29/21,YATES,0,0,0,0,0,0,0,0,0
10/30/21,ALBANY,0,0,0,12,11,15,20,12,5
10/30/21,ALLEGANY,0,0,0,0,1,1,8,2,4
10/30/21,BRONX,0,0,1,12,1,11,13,6,6
10/30/21,BROOME,1,0,0,8,14,15,18,19,12
10/30/21,CATTARAUGUS,0,0,0,3,7,6,6,7,4
10/30/21,CAYUGA,0,0,0,1,2,2,1,3,3
10/30/21,CHAUTAUQUA,0,0,0,2,1,4,4,3,1
10/30/21,CHEMUNG,0,0,0,3,5,5,10,5,1
10/30/21,CHENANGO,0,0,0,0,0,1,0,1,0
10/30/21,CLINTON,0,0,0,2,0,2,3,1,3
10/30/21,COLUMBIA,0,0,0,0,1,1,0,3,0
10/30/21,CORTLAND,0,0,0,0,0,1,2,3,2
10/30/21,DELAWARE,0,0,0,0,0,0,0,3,2
10/30/21,DUTCHESS,0,0,0,1,3,1,5,6,1
10/30/21,ERIE,1,0,1,18,12,23,34,24,16
10/30/21,ESSEX,0,0,0,0,0,0,1,1,1
10/30/21,FRANKLIN,0,0,0,0,2,0,3,2,2
10/30/21,FULTON,0,0,0,0,0,0,1,1,3
10/30/21,GENESEE,0,0,0,0,2,3,2,7,5
10/30/21,HERKIMER,0,0,0,0,0,0,0,2,1
10/30/21,JEFFERSON,0,0,0,3,2,3,7,4,1
10/30/21,KINGS,1,0,0,15,8,32,29,32,12
10/30/21,LEWIS,0,0,0,0,0,1,0,0,0
10/30/21,LIVINGSTON,0,0,0,1,0,4,1,1,0
10/30/21,MADISON,0,0,0,2,0,2,0,2,4
10/30/21,MONROE,3,0,0,30,19,37,30,33,19
10/30/21,MONTGOMERY,0,0,0,2,2,3,5,4,1
10/30/21,NASSAU,0,0,1,14,14,16,20,14,14
10/30/21,NEW YORK,0,1,4,9,7,25,27,19,10
10/30/21,NIAGARA,0,0,0,2,2,6,5,2,1
10/30/21,ONEIDA,0,0,0,5,4,10,13,7,11
10/30/21,ONONDAGA,2,1,6,22,14,22,16,12,14
10/30/21,ONTARIO,0,0,0,2,3,4,7,7,1
10/30/21,ORANGE,0,0,0,5,8,9,9,5,2
10/30/21,ORLEANS,0,0,0,0,0,0,0,0,0
10/30/21,OSWEGO,0,0,0,1,0,4,4,2,1
10/30/21,OTSEGO,0,0,0,1,1,3,3,5,1
10/30/21,PUTNAM,0,0,0,0,0,1,0,1,3
10/30/21,QUEENS,0,1,0,15,10,19,26,14,8
10/30/21,RENSSELAER,0,0,0,3,3,5,5,3,2
10/30/21,RICHMOND,0,0,0,4,5,2,11,14,11
10/30/21,ROCKLAND,0,0,2,2,1,1,3,2,3
10/30/21,SARATOGA,0,0,0,2,1,4,2,3,2
10/30/21,SCHENECTADY,0,0,0,4,2,5,3,4,4
10/30/21,SCHOHARIE,0,0,0,0,0,0,2,0,0
10/30/21,SCHUYLER,0,0,0,0,0,0,0,0,0
10/30/21,ST.LAWRENCE,0,0,0,1,3,3,5,5,7
10/30/21,STEUBEN,0,0,0,0,1,6,9,5,4
10/30/21,SUFFOLK,0,0,4,16,11,31,33,23,23
10/30/21,SULLIVAN,0,0,0,0,0,2,1,1,0
10/30/21,TOMPKINS,0,0,1,1,1,2,1,0,0
10/30/21,ULSTER,0,0,0,1,0,2,2,0,1
10/30/21,WARREN,0,0,0,2,2,6,6,4,3
10/30/21,WAYNE,0,0,0,0,0,5,3,2,2
10/30/21,WESTCHESTER,0,0,1,2,3,6,3,6,6
10/30/21,WYOMING,0,0,0,1,1,2,3,1,0
10/30/21,YATES,0,0,0,0,0,0,0,0,0
10/31/21,ALBANY,0,0,1,9,7,16,18,13,6
10/31/21,ALLEGANY,0,0,0,1,1,1,6,1,4
10/31/21,BRONX,0,0,1,10,1,10,15,7,6
10/31/21,BROOME,1,0,0,8,15,16,19,16,14
10/31/21,CATTARAUGUS,0,0,0,3,7,5,5,10,5
10/31/21,CAYUGA,0,0,0,1,1,1,1,5,3
10/31/21,CHAUTAUQUA,0,0,0,2,0,4,3,3,1
10/31/21,CHEMUNG,0,0,0,3,4,4,10,5,1
10/31/21,CHENANGO,0,0,0,0,0,0,0,1,1
10/31/21,CLINTON,0,0,0,2,0,2,3,1,3
10/31/21,COLUMBIA,0,0,0,0,2,1,0,3,0
10/31/21,CORTLAND,0,0,0,0,0,1,2,3,2
10/31/21,DELAWARE,0,0,0,0,0,0,0,3,2
10/31/21,DUTCHESS,0,0,0,3,3,1,5,7,0
10/31/21,ERIE,1,0,0,18,13,25,33,28,17
10/31/21,ESSEX,0,0,0,0,0,0,1,0,0
10/31/21,FRANKLIN,0,0,0,0,3,0,3,2,2
10/31/21,FULTON,0,0,0,0,1,0,0,1,3
10/31/21,GENESEE,0,0,0,0,1,3,2,8,5
10/31/21,HERKIMER,0,0,0,0,0,1,0,2,1
10/31/21,JEFFERSON,0,0,0,3,2,4,6,4,1
10/31/21,KINGS,0,0,0,14,8,30,33,33,11
10/31/21,LEWIS,0,0,0,0,0,1,1,2,0
10/31/21,LIVINGSTON,0,0,0,1,0,3,2,1,0
10/31/21,MADISON,0,0,0,2,1,2,1,2,4
10/31/21,MONROE,4,1,0,31,22,39,30,36,22
10/31/21,MONTGOMERY,0,0,0,2,2,3,6,3,1
10/31/21,NASSAU,0,0,2,13,14,15,20,14,14
10/31/21,NEW YORK,1,1,3,8,10,24,25,19,12
10/31/21,NIAGARA,0,0,0,2,1,6,5,2,0
10/31/21,ONEIDA,0,0,0,4,4,10,13,7,11
10/31/21,ONONDAGA,0,0,9,20,14,26,17,9,13
10/31/21,ONTARIO,0,0,0,2,3,7,7,7,1
10/31/21,ORANGE,0,0,0,6,8,10,9,5,2
10/31/21,ORLEANS,0,0,0,0,0,0,0,0,0
10/31/21,OSWEGO,0,0,0,1,0,4,4,1,1
10/31/21,OTSEGO,0,0,0,2,1,3,3,4,1
10/31/21,PUTNAM,0,0,0,0,0,1,0,1,3
10/31/21,QUEENS,0,1,0,14,11,18,24,14,9
10/31/21,RENSSELAER,0,0,0,3,3,6,5,2,2
10/31/21,RICHMOND,0,0,0,4,5,4,11,16,9
10/31/21,ROCKLAND,0,0,0,2,1,1,5,2,3
10/31/21,SARATOGA,0,0,0,2,1,2,3,3,2
10/31/21,SCHENECTADY,0,0,0,3,1,4,2,4,5
10/31/21,SCHOHARIE,0,0,0,0,0,0,2,0,0
10/31/21,SCHUYLER,0,0,0,0,0,0,0,0,0
10/31/21,ST.LAWRENCE,0,1,0,1,4,4,6,4,6
10/31/21,STEUBEN,0,0,0,0,2,7,8,5,3
10/31/21,SUFFOLK,0,0,3,16,8,32,29,24,23
10/31/21,SULLIVAN,0,0,0,1,0,2,2,1,0
10/31/21,TOMPKINS,0,0,1,1,1,2,1,0,0
10/31/21,ULSTER,0,0,0,2,0,2,2,0,1
10/31/21,WARREN,0,0,0,2,2,6,7,4,3
10/31/21,WAYNE,0,0,0,1,0,5,2,2,2
10/31/21,WESTCHESTER,0,0,1,3,2,6,3,3,6
10/31/21,WYOMING,0,0,0,1,1,2,3,1,0
10/31/21,YATES,0,0,0,0,0,0,0,0,0
11/1/21,ALBANY,0,0,1,9,7,17,18,11,6
11/1/21,ALLEGANY,0,0,0,0,1,1,8,2,5
11/1/21,BRONX,0,0,1,10,1,10,13,6,8
11/1/21,BROOME,1,0,0,8,12,17,19,16,15
11/1/21,CATTARAUGUS,0,0,0,3,8,7,4,11,7
11/1/21,CAYUGA,0,0,0,1,0,1,1,4,3
11/1/21,CHAUTAUQUA,0,0,0,2,0,6,4,3,0
11/1/21,CHEMUNG,0,0,0,3,4,4,10,6,1
11/1/21,CHENANGO,0,0,0,0,0,0,0,1,1
11/1/21,CLINTON,0,0,0,2,1,2,3,2,3
11/1/21,COLUMBIA,0,0,0,0,3,1,0,3,0
11/1/21,CORTLAND,0,0,0,1,0,1,2,3,2
11/1/21,DELAWARE,0,0,0,0,0,0,0,3,2
11/1/21,DUTCHESS,0,0,0,1,4,3,4,6,0
11/1/21,ERIE,1,0,0,18,16,26,35,31,17
11/1/21,ESSEX,0,0,0,0,0,0,1,0,1
11/1/21,FRANKLIN,0,0,0,1,3,1,0,3,2
11/1/21,FULTON,0,0,0,0,1,0,0,6,0
11/1/21,GENESEE,0,0,0,0,1,3,2,7,6
11/1/21,HERKIMER,0,0,0,0,0,1,0,2,1
11/1/21,JEFFERSON,0,0,0,3,2,5,5,4,1
11/1/21,KINGS,0,0,0,13,9,32,35,34,11
11/1/21,LEWIS,0,0,0,1,0,1,1,2,0
11/1/21,LIVINGSTON,0,0,0,1,0,3,2,1,0
11/1/21,MADISON,0,0,0,3,1,2,1,2,4
11/1/21,MONROE,3,0,0,31,25,40,35,41,23
11/1/21,MONTGOMERY,0,0,0,2,2,3,5,1,2
11/1/21,NASSAU,0,0,2,19,15,14,23,14,15
11/1/21,NEW YORK,1,1,2,6,10,26,25,17,13
11/1/21,NIAGARA,0,0,0,2,1,6,5,2,0
11/1/21,ONEIDA,0,0,0,3,6,11,14,7,12
11/1/21,ONONDAGA,0,0,9,20,17,26,18,9,14
11/1/21,ONTARIO,0,0,0,3,3,6,9,9,1
11/1/21,ORANGE,0,0,0,9,8,10,8,6,2
11/1/21,ORLEANS,0,0,0,0,0,0,0,0,0
11/1/21,OSWEGO,0,0,0,1,0,4,4,1,1
11/1/21,OTSEGO,0,0,0,2,1,2,4,4,1
11/1/21,PUTNAM,0,0,0,0,0,1,0,1,2
11/1/21,QUEENS,0,1,0,14,10,17,26,13,9
11/1/21,RENSSELAER,0,0,0,1,3,5,5,3,2
11/1/21,RICHMOND,0,0,0,5,4,4,11,18,9
11/1/21,ROCKLAND,0,0,0,2,1,1,5,3,3
11/1/21,SARATOGA,0,0,0,2,2,2,3,3,2
11/1/21,SCHENECTADY,0,0,0,3,1,4,2,4,5
11/1/21,SCHOHARIE,0,0,0,0,0,0,2,0,0
11/1/21,SCHUYLER,0,0,0,0,0,0,0,0,0
11/1/21,ST.LAWRENCE,0,0,0,2,4,4,5,6,9
11/1/21,STEUBEN,0,0,0,0,2,6,8,4,5
11/1/21,SUFFOLK,0,0,3,18,8,29,28,25,22
11/1/21,SULLIVAN,0,0,0,0,0,2,2,0,1
11/1/21,TOMPKINS,0,0,1,1,2,3,1,0,0
11/1/21,ULSTER,0,0,0,2,0,2,2,0,0
11/1/21,WARREN,0,0,0,2,2,7,6,2,3
11/1/21,WAYNE,0,0,0,0,0,5,3,2,2
11/1/21,WESTCHESTER,0,0,2,3,3,7,3,4,6
11/1/21,WYOMING,0,0,0,2,1,2,3,1,0
11/1/21,YATES,0,0,0,0,0,0,0,0,0
11/2/21,ALBANY,0,0,0,7,9,15,16,10,6
11/2/21,ALLEGANY,0,0,0,2,1,0,7,2,5
11/2/21,BRONX,0,0,1,7,0,11,15,5,7
11/2/21,BROOME,1,0,0,9,10,14,20,15,12
11/2/21,CATTARAUGUS,0,0,0,3,9,7,7,12,7
11/2/21,CAYUGA,0,0,0,1,0,0,1,5,2
11/2/21,CHAUTAUQUA,0,0,0,1,0,6,4,3,0
11/2/21,CHEMUNG,0,0,0,2,4,4,10,6,1
11/2/21,CHENANGO,0,0,0,0,0,0,0,1,1
11/2/21,CLINTON,0,0,0,2,1,2,4,2,2
11/2/21,COLUMBIA,0,0,0,0,3,0,0,3,0
11/2/21,CORTLAND,0,0,0,0,2,1,1,3,1
11/2/21,DELAWARE,0,0,0,0,0,0,0,3,2
11/2/21,DUTCHESS,0,0,0,0,3,2,4,5,1
11/2/21,ERIE,2,2,0,19,14,30,34,34,15
